Date,Close
16-04-2023,30310.3
17-04-2023,29434.9
18-04-2023,30382.2
19-04-2023,28813.7
20-04-2023,28240.5
21-04-2023,27264.8
22-04-2023,27813.9
23-04-2023,27591.4
24-04-2023,27509.3
25-04-2023,28298.8
26-04-2023,28424.6
27-04-2023,29475.9
28-04-2023,29321.8
29-04-2023,29234.1
30-04-2023,29252.1
01-05-2023,28077.6
02-05-2023,28669.1
03-05-2023,29023.6
04-05-2023,28842.1
05-05-2023,29513.2
06-05-2023,28857.1
07-05-2023,28424.8
08-05-2023,27670.5
09-05-2023,27634.9
10-05-2023,27603.3
11-05-2023,26983.5
12-05-2023,26799.2
13-05-2023,26777.5
14-05-2023,26920.0
15-05-2023,27183.9
16-05-2023,27035.3
17-05-2023,27403.1
18-05-2023,26828.0
19-05-2023,26882.9
20-05-2023,27116.2
21-05-2023,26749.9
22-05-2023,26847.3
23-05-2023,27220.7
24-05-2023,26328.4
25-05-2023,26475.8
26-05-2023,26711.5
27-05-2023,26857.5
28-05-2023,28071.2
29-05-2023,27739.4
30-05-2023,27698.2
31-05-2023,27216.1
01-06-2023,26819.0
02-06-2023,27244.7
03-06-2023,27072.0
04-06-2023,27122.3
05-06-2023,25747.4
06-06-2023,27230.2
07-06-2023,26342.5
08-06-2023,26501.1
09-06-2023,26479.3
10-06-2023,25844.0
11-06-2023,25928.4
12-06-2023,25906.8
13-06-2023,25929.4
14-06-2023,25129.5
15-06-2023,25591.3
16-06-2023,26341.3
17-06-2023,26515.0
18-06-2023,26339.7
19-06-2023,26845.9
20-06-2023,28307.7
21-06-2023,29996.9
22-06-2023,29890.5
23-06-2023,30679.4
24-06-2023,30533.6
25-06-2023,30465.3
26-06-2023,30267.0
27-06-2023,30689.1
28-06-2023,30078.6
29-06-2023,30445.7
30-06-2023,30472.9
01-07-2023,30586.8
02-07-2023,30617.7
03-07-2023,31151.3
04-07-2023,30768.4
05-07-2023,30512.8
06-07-2023,29913.1
07-07-2023,30346.4
08-07-2023,30288.8
09-07-2023,30166.9
10-07-2023,30415.3
11-07-2023,30623.3
12-07-2023,30387.3
13-07-2023,31466.1
14-07-2023,30317.4
15-07-2023,30291.4
16-07-2023,30235.5
17-07-2023,30139.7
18-07-2023,29866.8
19-07-2023,29909.7
20-07-2023,29801.0
21-07-2023,29903.1
22-07-2023,29788.9
23-07-2023,30085.9
24-07-2023,29178.1
25-07-2023,29228.6
26-07-2023,29352.2
27-07-2023,29222.7
28-07-2023,29315.0
29-07-2023,29353.5
30-07-2023,29281.7
31-07-2023,29232.4
01-08-2023,29712.2
02-08-2023,29173.7
03-08-2023,29189.3
04-08-2023,29105.5
05-08-2023,29068.1
06-08-2023,29081.3
07-08-2023,29204.2
08-08-2023,29777.4
09-08-2023,29578.0
10-08-2023,29449.0
11-08-2023,29420.8
12-08-2023,29428.2
13-08-2023,29300.1
14-08-2023,29426.7
15-08-2023,29195.3
16-08-2023,28726.3
17-08-2023,26635.7
18-08-2023,26053.2
19-08-2023,26099.4
20-08-2023,26190.8
21-08-2023,26126.0
22-08-2023,26039.9
23-08-2023,26436.2
24-08-2023,26177.0
25-08-2023,26057.2
26-08-2023,26017.1
27-08-2023,26100.6
28-08-2023,26118.9
29-08-2023,27723.9
30-08-2023,27298.8
31-08-2023,25937.3
01-09-2023,25803.2
02-09-2023,25869.7
03-09-2023,25971.0
04-09-2023,25823.3
05-09-2023,25790.2
06-09-2023,25758.0
07-09-2023,26249.8
08-09-2023,25909.5
09-09-2023,25901.1
10-09-2023,25840.2
11-09-2023,25166.4
12-09-2023,25834.5
13-09-2023,26223.0
14-09-2023,26524.7
15-09-2023,26601.0
16-09-2023,26562.0
17-09-2023,26529.1
18-09-2023,26763.5
19-09-2023,27209.2
20-09-2023,27125.0
21-09-2023,26570.0
22-09-2023,26581.9
23-09-2023,26579.2
24-09-2023,26251.5
25-09-2023,26302.7
26-09-2023,26218.9
27-09-2023,26366.1
28-09-2023,27022.6
29-09-2023,26909.8
30-09-2023,26962.7
01-10-2023,27974.5
02-10-2023,27505.3
03-10-2023,27428.4
04-10-2023,27790.9
05-10-2023,27410.3
06-10-2023,27936.9
07-10-2023,27961.1
08-10-2023,27922.7
09-10-2023,27581.4
10-10-2023,27391.0
11-10-2023,26876.6
12-10-2023,26761.1
13-10-2023,26863.5
14-10-2023,26852.8
15-10-2023,27161.2
16-10-2023,28509.7
17-10-2023,28403.6
18-10-2023,28321.7
19-10-2023,28723.0
20-10-2023,29674.5
21-10-2023,29912.9
22-10-2023,29984.2
23-10-2023,33041.8
24-10-2023,33917.0
25-10-2023,34496.8
26-10-2023,34153.7
27-10-2023,33901.8
28-10-2023,34082.6
29-10-2023,34526.7
30-10-2023,34477.9
31-10-2023,34650.6
01-11-2023,35423.8
02-11-2023,34931.4
03-11-2023,34718.7
04-11-2023,35065.8
05-11-2023,35019.4
06-11-2023,35042.0
07-11-2023,35426.1
08-11-2023,35636.9
09-11-2023,36700.5
10-11-2023,37303.0
11-11-2023,37150.5
12-11-2023,37064.4
13-11-2023,36478.3
14-11-2023,35549.3
15-11-2023,37874.9
16-11-2023,36161.2
17-11-2023,36595.4
18-11-2023,36568.6
19-11-2023,37354.2
20-11-2023,37454.1
21-11-2023,35813.6
22-11-2023,37410.8
23-11-2023,37293.1
24-11-2023,37717.3
25-11-2023,37787.0
26-11-2023,37451.8
27-11-2023,37248.6
28-11-2023,37823.3
29-11-2023,37855.5
30-11-2023,37712.9
01-12-2023,38688.2
02-12-2023,39458.4
03-12-2023,39970.2
04-12-2023,41987.8
05-12-2023,44076.2
06-12-2023,43776.3
07-12-2023,43289.7
08-12-2023,44175.5
09-12-2023,43718.4
10-12-2023,43791.0
11-12-2023,41256.1
12-12-2023,41487.0
13-12-2023,42884.5
14-12-2023,43025.9
15-12-2023,41929.0
16-12-2023,42271.7
17-12-2023,41368.7
18-12-2023,42659.7
19-12-2023,42259.3
20-12-2023,43662.8
21-12-2023,43865.9
22-12-2023,43968.9
23-12-2023,43710.4
24-12-2023,42981.5
25-12-2023,43578.5
26-12-2023,42513.3
27-12-2023,43446.5
28-12-2023,42581.1
29-12-2023,42072.4
30-12-2023,42136.7
31-12-2023,42272.5
01-01-2024,44183.4
02-01-2024,44943.7
03-01-2024,42836.1
04-01-2024,44157.0
05-01-2024,44156.9
06-01-2024,43967.9
07-01-2024,43927.3
08-01-2024,46962.2
09-01-2024,46129.0
10-01-2024,46629.3
11-01-2024,46348.2
12-01-2024,42835.9
13-01-2024,42851.3
14-01-2024,41746.1
15-01-2024,42510.7
16-01-2024,43145.5
17-01-2024,42768.7
18-01-2024,41292.7
19-01-2024,41648.0
20-01-2024,41695.4
21-01-2024,41583.2
22-01-2024,39556.4
23-01-2024,39888.8
24-01-2024,40086.0
25-01-2024,39935.7
26-01-2024,41811.3
27-01-2024,42120.9
28-01-2024,42030.7
29-01-2024,43299.8
30-01-2024,42946.2
31-01-2024,42580.5
01-02-2024,43081.4
02-02-2024,43194.7
03-02-2024,43005.7
04-02-2024,42581.4
05-02-2024,42697.2
06-02-2024,43087.7
07-02-2024,44339.8
08-02-2024,45293.3
09-02-2024,47127.5
10-02-2024,47758.2
11-02-2024,48277.3
12-02-2024,49941.3
13-02-2024,49716.0
14-02-2024,51782.4
15-02-2024,51901.3
16-02-2024,52134.2
17-02-2024,51646.0
18-02-2024,52117.5
19-02-2024,51783.6
20-02-2024,52263.5
21-02-2024,51858.2
22-02-2024,51320.4
23-02-2024,50740.5
24-02-2024,51571.6
25-02-2024,51722.7
26-02-2024,54495.1
27-02-2024,57056.2
28-02-2024,62467.6
29-02-2024,61169.3
01-03-2024,62397.7
02-03-2024,61994.5
03-03-2024,63135.8
04-03-2024,68270.1
05-03-2024,63792.6
06-03-2024,66080.4
07-03-2024,66855.3
08-03-2024,68172.0
09-03-2024,68366.5
10-03-2024,68964.8
11-03-2024,72099.1
12-03-2024,71470.2
13-03-2024,73066.3
14-03-2024,71387.5
15-03-2024,69463.7
16-03-2024,65314.2
17-03-2024,68391.2
18-03-2024,67594.1
19-03-2024,62050.0
20-03-2024,67854.0
21-03-2024,65503.8
22-03-2024,63785.5
23-03-2024,64037.8
24-03-2024,67211.9
25-03-2024,69892.0
26-03-2024,69999.3
27-03-2024,69442.4
28-03-2024,70762.1
29-03-2024,69871.7
30-03-2024,69611.5
31-03-2024,71332.0
01-04-2024,69664.4
02-04-2024,65439.2
03-04-2024,65963.0
04-04-2024,68496.5
05-04-2024,67830.6
06-04-2024,68890.6
07-04-2024,69360.4
08-04-2024,71630.1
09-04-2024,69148.0
10-04-2024,70622.1
11-04-2024,70011.6
12-04-2024,67151.9
13-04-2024,63849.9
14-04-2024,65697.4
15-04-2024,63411.9
16-04-2024,63805.3
17-04-2024,61278.9
18-04-2024,63481.4
19-04-2024,63799.1
20-04-2024,64961.1
21-04-2024,64940.2
22-04-2024,66829.3
23-04-2024,66415.0
24-04-2024,64285.7
25-04-2024,64497.1
26-04-2024,63766.4
27-04-2024,63456.8
28-04-2024,63109.7
29-04-2024,63860.1
30-04-2024,60666.6
01-05-2024,58331.2
02-05-2024,59121.3
03-05-2024,62877.5
04-05-2024,63888.3
05-05-2024,64006.4
06-05-2024,63163.1
07-05-2024,62317.7
08-05-2024,61207.5
09-05-2024,63075.0
10-05-2024,60796.9
11-05-2024,60826.6
12-05-2024,61480.0
13-05-2024,62937.2
14-05-2024,61569.4
15-05-2024,66225.1
16-05-2024,65231.0
17-05-2024,67036.8
18-05-2024,66917.5
19-05-2024,66279.1
20-05-2024,71422.7
21-05-2024,70139.9
22-05-2024,69155.4
23-05-2024,67975.7
24-05-2024,68547.6
25-05-2024,69284.4
26-05-2024,68514.8
27-05-2024,69428.7
28-05-2024,68366.0
29-05-2024,67635.8
30-05-2024,68354.7
31-05-2024,67530.1
01-06-2024,67760.8
02-06-2024,67773.5
03-06-2024,68807.8
04-06-2024,70549.2
05-06-2024,71083.7
06-06-2024,70791.5
07-06-2024,69347.9
08-06-2024,69310.1
09-06-2024,69650.6
10-06-2024,69538.2
11-06-2024,67319.8
12-06-2024,68260.1
13-06-2024,66773.1
14-06-2024,66034.8
15-06-2024,66223.0
16-06-2024,66674.7
17-06-2024,66498.8
18-06-2024,65159.9
19-06-2024,64980.9
20-06-2024,64854.3
21-06-2024,64128.5
22-06-2024,64261.0
23-06-2024,63196.2
24-06-2024,60292.7
25-06-2024,61809.4
26-06-2024,60849.4
27-06-2024,61685.3
28-06-2024,60403.3
29-06-2024,60973.4
30-06-2024,62754.3
01-07-2024,62890.1
02-07-2024,62103.3
03-07-2024,60199.3
04-07-2024,57026.3
05-07-2024,56641.8
06-07-2024,58259.2
07-07-2024,55861.1
08-07-2024,56724.7
09-07-2024,58039.4
10-07-2024,57746.7
11-07-2024,57337.3
12-07-2024,57885.1
13-07-2024,59209.8
14-07-2024,60794.9
15-07-2024,64782.4
16-07-2024,65049.7
17-07-2024,64089.2
18-07-2024,63980.5
19-07-2024,66677.4
20-07-2024,67148.5
21-07-2024,68158.7
22-07-2024,67553.6
23-07-2024,65937.8
24-07-2024,65370.5
25-07-2024,65799.3
26-07-2024,67908.6
27-07-2024,67843.1
28-07-2024,68256.3
29-07-2024,66798.7
30-07-2024,66184.9
31-07-2024,64626.0
01-08-2024,65372.9
02-08-2024,61478.7
03-08-2024,60696.7
04-08-2024,58141.8
05-08-2024,53979.0
06-08-2024,56057.8
07-08-2024,55120.9
08-08-2024,61699.7
09-08-2024,60850.6
10-08-2024,60931.7
11-08-2024,58713.3
12-08-2024,59350.0
13-08-2024,60595.2
14-08-2024,58707.8
15-08-2024,57534.6
16-08-2024,58877.2
17-08-2024,59483.1
18-08-2024,58446.3
19-08-2024,59470.9
20-08-2024,59005.8
21-08-2024,61158.1
22-08-2024,60372.2
23-08-2024,64053.1
24-08-2024,64159.3
25-08-2024,64273.2
26-08-2024,62846.2
27-08-2024,59450.9
28-08-2024,59016.0
29-08-2024,59373.5
30-08-2024,59119.7
31-08-2024,58978.6
01-09-2024,57315.7
02-09-2024,59134.0
03-09-2024,57479.8
04-09-2024,57973.4
05-09-2024,56183.2
06-09-2024,53966.8
07-09-2024,54156.5
08-09-2024,54861.3
09-09-2024,57049.6
10-09-2024,57635.0
11-09-2024,57338.7
12-09-2024,58134.5
13-09-2024,60511.6
14-09-2024,59995.4
15-09-2024,59138.5
16-09-2024,58213.1
17-09-2024,60309.1
18-09-2024,61757.6
19-09-2024,62938.6
20-09-2024,63201.2
21-09-2024,63348.1
22-09-2024,63572.7
23-09-2024,63331.8
24-09-2024,64256.8
25-09-2024,63156.5
26-09-2024,65175.7
27-09-2024,65776.3
28-09-2024,65866.5
29-09-2024,65607.1
30-09-2024,63339.2
01-10-2024,60835.5
02-10-2024,60645.7
03-10-2024,60751.2
04-10-2024,62081.0
05-10-2024,62061.4
06-10-2024,62819.4
07-10-2024,62245.6
08-10-2024,62157.0
09-10-2024,60628.8
10-10-2024,60316.2
11-10-2024,62499.4
12-10-2024,63205.1
13-10-2024,62870.9
14-10-2024,66081.7
15-10-2024,67077.5
16-10-2024,67617.9
17-10-2024,67418.4
18-10-2024,68423.1
19-10-2024,68372.0
20-10-2024,69030.5
21-10-2024,67371.3
22-10-2024,67427.3
23-10-2024,66663.7
24-10-2024,68191.5
25-10-2024,66696.8
26-10-2024,67086.8
27-10-2024,68004.6
28-10-2024,69954.1
29-10-2024,72730.4
30-10-2024,72347.8
31-10-2024,70281.8
01-11-2024,69507.2
02-11-2024,69325.8
03-11-2024,68769.6
04-11-2024,67848.8
05-11-2024,69373.7
06-11-2024,75586.3
07-11-2024,75868.6
08-11-2024,76517.3
09-11-2024,76700.3
10-11-2024,80388.5
11-11-2024,88664.1
12-11-2024,87941.3
13-11-2024,90422.2
14-11-2024,87294.0
15-11-2024,91046.5
16-11-2024,90539.1
17-11-2024,89833.7
18-11-2024,90478.7
19-11-2024,92239.2
20-11-2024,94303.9
21-11-2024,98374.5
22-11-2024,98929.7
23-11-2024,97699.0
24-11-2024,97935.2
25-11-2024,93064.4
26-11-2024,91977.6
27-11-2024,95886.6
28-11-2024,95645.5
29-11-2024,97438.0
30-11-2024,96405.7
01-12-2024,97201.4
02-12-2024,95846.6
03-12-2024,95898.7
04-12-2024,98635.8
05-12-2024,96970.8
06-12-2024,99760.7
07-12-2024,99837.0
08-12-2024,101115.8
09-12-2024,97359.4
10-12-2024,96600.3
11-12-2024,101126.2
12-12-2024,100009.9
13-12-2024,101426.2
14-12-2024,101417.7
15-12-2024,104443.0
16-12-2024,106057.6
17-12-2024,106138.9
18-12-2024,100197.8
19-12-2024,97466.1
20-12-2024,97795.7
21-12-2024,97253.3
22-12-2024,95183.8
23-12-2024,94852.1
24-12-2024,98668.1
25-12-2024,99391.3
26-12-2024,95777.7
27-12-2024,94275.9
28-12-2024,95284.5
29-12-2024,93716.3
30-12-2024,92779.8
31-12-2024,93557.2
01-01-2025,94560.2
02-01-2025,96960.0
03-01-2025,98167.5
04-01-2025,98219.9
05-01-2025,98347.7
06-01-2025,102248.7
07-01-2025,96929.8
08-01-2025,95066.6
09-01-2025,92539.8
10-01-2025,94724.1
11-01-2025,94596.7
12-01-2025,94533.6
13-01-2025,93465.4
14-01-2025,92000.0
15-01-2025,97109.0
16-01-2025,99411.0
17-01-2025,101056.0
18-01-2025,103619.0
19-01-2025,104991.0
20-01-2025,101691.0
21-01-2025,102959.0
22-01-2025,105640.0
23-01-2025,102304.0
24-01-2025,103939.0
25-01-2025,105005.0
26-01-2025,104995.0
27-01-2025,101309.0
28-01-2025,102697.0
29-01-2025,101947.0
30-01-2025,105130.0
31-01-2025,104336.0
01-02-2025,102246.0
02-02-2025,99199.0
03-02-2025,93938.0
04-02-2025,100687.0
05-02-2025,98080.0
06-02-2025,97350.0
07-02-2025,97475.0
08-02-2025,96715.0
09-02-2025,97223.0
10-02-2025,96806.0
11-02-2025,97548.0
12-02-2025,95392.0
13-02-2025,97535.0
14-02-2025,97136.0
15-02-2025,97687.0
16-02-2025,97546.0
17-02-2025,96240.0
18-02-2025,96186.0
19-02-2025,95633.0
